Height,Width,Hue,Times moved,Hours,Priority
10.39544484,14.06324526,-0.74945705,1,12,low
9.825119208,24.15149354,0.352307478,1,21,high
9.716232782,28.13052714,0.765100746,0,9,low
9.168092517,30.5760332,0.598920169,2,40,high
8.173658239,31.44981811,-0.79152205,3,45,high
9.980034306,25.1073008,0.977514877,0,5,low
7.799615204,18.94557325,0.926605383,2,41,high
8.425235497,26.38530064,0.606548911,2,6,low
9.868623851,18.31272117,0.649563813,1,5,low
11.45884036,22.21407394,-0.172838991,0,12,low
7.324159521,26.10965875,-0.304767684,2,44,high
9.309742177,19.78360076,0.134638494,1,8,low
6.587345375,21.17231793,0.570545992,0,12,high
11.18713975,25.69451939,0.638474464,1,11,low
11.00305187,14.11410882,-0.576476028,0,6,low
7.037561095,28.08417167,-0.17702288,3,17,high
7.061716727,27.32077679,0.275510742,4,39,high
8.216997603,27.82685983,0.37270219,1,24,high
8.951832763,21.42363938,0.29394353,0,24,high
7.346033692,16.1235345,-0.533627677,0,28,high
9.85184327,24.57838198,0.450104165,0,11,low
7.019605681,28.02277876,0.220663888,2,23,high
8.689071886,32.10936711,-0.24384957,1,31,high
7.127659407,28.01589921,-0.233333986,3,28,high
11.82225895,18.75803035,-0.504475994,2,12,low
9.89059963,17.52804225,-0.428928539,1,7,low
13.08771099,16.27045163,-0.939342389,1,3,low
9.31959372,22.2865145,0.579774976,2,3,low
10.90825211,26.6174772,-0.577826095,1,7,low
9.620427199,15.41755609,-0.120268736,2,11,low
8.87910833,27.16680564,0.307046438,1,10,low
7.990750405,26.47650764,0.026794193,0,11,low
8.210804383,28.88877247,-0.77654767,2,9,high
7.529662828,28.29445477,-0.12265331,3,27,high
6.57821187,23.24015244,0.110803523,4,14,high
10.23539056,28.63343309,0.468172662,2,5,low
9.430820791,25.2497893,-0.582567741,0,44,high
9.986387975,26.67605936,-0.10148718,1,10,low
13.18612214,15.64848827,-0.59704668,0,9,low
6.674192417,30.95086014,0.034719213,1,4,low
7.650605665,23.98913423,-0.286177975,3,5,high
8.402299263,21.09698947,-0.108663008,0,43,high
8.865332561,24.51051108,-0.720843556,4,19,high
7.695744071,23.45636378,0.697020863,0,19,high
7.230471908,28.43121113,0.336830439,1,45,high
7.192984462,18.64350447,-0.022736131,2,39,high
11.18035938,26.295843,0.320991823,2,10,low
7.935721404,21.99777961,0.182367779,0,3,high
7.38861773,36.80723289,-0.815926693,3,15,high
7.368072612,26.12251864,0.812750666,0,11,high
7.010298784,29.46501308,-0.87660239,2,21,high
8.78738637,20.69476766,-0.691087167,1,31,high
10.7059065,25.57246607,-0.440830433,2,9,low
8.370287386,25.70747293,-0.13912289,1,4,low
9.786100515,17.86254568,-0.708500558,1,3,low
8.25445841,22.62020061,0.536986242,1,5,low
10.29931061,20.17852441,0.492847963,1,7,low
7.992412345,20.41106158,-0.927404141,2,8,low
9.607600453,16.536056,0.630330224,1,35,high
8.734919415,25.93870117,0.166359042,3,29,high
6.625043076,22.81696609,-0.894183593,3,15,high
7.439697955,19.5024624,-0.467437388,4,29,high
9.411438056,20.52936075,0.484064661,2,48,high
9.494605618,17.27763013,0.06787005,0,6,low
7.813294307,29.7280315,-0.88161183,2,6,low
9.974384901,21.0860849,-0.727793452,2,7,low
8.738387076,23.23093192,-0.911985192,0,28,high
6.432085433,25.93818036,0.759262799,2,21,high
8.507256531,23.40270623,-0.517960559,0,36,high
10.53795449,27.18682486,0.608189651,0,8,low
9.528578405,27.12471254,-0.971477705,1,7,low
9.787453792,24.59562472,0.638205631,1,8,low
13.4658803,14.5207199,0.476054705,2,7,low
8.835335113,15.59950059,0.975830221,1,3,low
9.491667961,29.40703648,0.859671575,1,5,low
9.02292455,23.95957236,0.084586718,2,6,low
7.670538389,29.52660606,-0.080274922,0,10,low
13.46698143,12.71659099,0.398017267,1,4,low
7.581986951,28.90436389,0.832311866,0,32,high
7.199542287,20.86226281,0.790618933,1,44,high
8.321422765,27.98223055,0.647067516,1,3,low
7.806162382,14.98865535,0.403616966,4,24,high
8.777720918,13.1775871,-0.533488211,1,6,low
6.903508224,21.68105173,-0.782487273,1,9,high
8.35889378,22.98897748,0.542816986,2,10,low
12.54002239,25.39565381,-0.675303208,2,8,low
9.055224492,29.70151076,0.888615953,1,4,low
6.324608237,36.67037211,0.012623686,0,16,high
6.332450695,23.08632623,-0.832619008,0,48,high
8.413513077,25.5791649,0.371798134,1,9,high
7.164707567,27.00300933,0.602465124,2,36,high
9.020837494,23.44147086,-0.59150095,0,6,low
7.056681485,26.3180822,0.375695751,4,29,high
9.157914865,24.44266745,0.821761504,0,40,high
8.266424851,21.24977782,-0.901691437,3,17,high
10.59764298,16.06949456,0.070205624,0,9,low
9.770580969,25.26523451,-0.921847362,1,5,low
9.275447108,26.38965878,0.248499824,2,5,low
7.89774708,20.33963678,-0.179828584,4,19,high
8.565947623,18.38019935,-0.671083109,4,45,high
6.40639743,31.21406296,0.71976041,2,35,high
7.791714663,31.44713492,0.767106417,1,10,high
7.794833853,33.9366939,-0.861384203,0,5,low
6.734210669,36.94618777,-0.928273811,4,14,high
7.740550174,24.2852734,0.747744914,3,25,high
7.16848041,18.23280045,-0.983478278,3,15,high
9.137058064,23.43125725,0.739520195,3,36,high
12.60268965,15.86650356,-0.468019113,1,4,low
11.24428379,15.61758921,0.421356781,2,11,low
7.850893743,22.82216455,0.306656231,0,3,low
7.04406994,36.47894557,0.675525001,4,43,high
9.055653915,18.03008937,0.329588177,4,42,high
11.00739519,17.58004882,0.958806363,0,6,low
7.515878981,26.79786965,0.660768658,2,13,high
6.804325155,35.14078729,0.787711589,4,24,high
7.864069482,19.33140621,-0.460698084,2,10,low
8.946409931,24.5171893,-0.765642703,4,41,high
5.955311287,29.51333597,-0.770482039,4,25,high
9.318486821,25.4014842,-0.080900201,0,8,low
8.624733356,20.06187749,-0.135924596,1,43,high
10.91792773,21.52706088,-0.933890285,1,4,low
7.552160975,27.13099602,-0.376611245,0,48,high
7.461902924,27.56668447,-0.049670663,2,11,low
11.10067449,13.48661999,-0.990937895,2,11,low
10.63698387,24.691022,0.57237086,1,12,low
11.60874689,23.18204608,0.075092421,1,5,low
8.415954284,25.37427956,-0.272172827,1,27,high
7.933414521,27.30117036,-0.208843783,1,17,high
9.287628777,13.64631891,-0.323957253,1,7,high
9.060870648,22.06047794,0.680141165,1,6,low
8.587746086,19.93406752,0.864982074,2,6,low
9.159992871,25.21282043,-0.833730213,0,35,high
7.816770615,27.51389173,-0.852901091,0,3,high
8.659413168,25.79887578,0.270722231,0,21,high
8.890307205,21.82995764,0.747093687,0,41,high
6.756605591,34.04975568,0.516850275,2,47,high
7.821201596,22.98782127,0.087096846,1,6,low
7.808065901,21.4400566,0.363051876,4,44,high
8.436948995,16.4688623,-0.626364104,0,40,high
7.891553653,32.92317129,-0.802412304,2,8,low
10.68483569,17.03764441,0.558386829,0,12,low
8.321713058,25.78930248,0.502654091,2,4,low
8.302747956,20.83886504,0.938012082,0,33,high
10.34287646,22.02965073,-0.764220466,2,6,low
12.72842898,18.3319242,-0.407365836,0,7,low
8.690715127,22.39032906,-0.247061184,0,4,low
9.630497934,22.22117399,0.159394387,0,12,low
9.128606559,27.79432517,-0.979291125,0,8,low
6.821871538,15.73154282,-0.673685871,3,22,high
7.979330732,27.93052063,0.054999728,2,12,low
8.264163766,24.73748514,0.732774005,4,42,high
9.247107696,25.37506315,0.202854895,1,4,low
10.20770805,21.95819341,-0.294652272,1,24,high
5.996699591,31.12812652,-0.361770644,2,36,high
6.805613625,28.33695548,-0.287124807,0,21,high
12.36930917,20.99117616,0.105680218,2,5,low
8.967741821,22.62074126,0.75150795,1,37,high
6.786728604,24.21720291,-0.739382461,2,35,high
6.946405782,20.37613611,0.826586065,4,7,high
7.304688279,29.45920644,-0.929774768,1,7,low
7.972452863,24.89857468,-0.502828901,1,9,low
8.07356609,24.20019872,0.835591456,1,7,low
13.59738105,12.67539688,0.152815018,0,11,low
8.845092542,16.69577585,0.233649449,1,5,low
11.24127369,18.77914718,-0.676566272,1,10,low
8.795996928,19.18427496,-0.920204282,2,6,low
8.789932035,27.29654324,-0.482128396,2,27,high
7.441013909,23.57155036,-0.746892377,2,13,high
6.939783379,33.23970014,0.724184977,0,11,high
9.469713362,17.34759354,-0.587504118,2,7,low
9.420220489,26.95288606,-0.797937476,1,44,high
10.66545361,13.92844093,0.767916647,2,5,low
8.099528491,22.28091796,0.949344007,3,8,high
6.623224723,35.46058524,-0.377096862,3,4,high
7.344258437,31.56243904,0.976921418,0,41,high
9.210273926,29.58853309,-0.626794199,1,8,low
10.27554336,14.74193873,-0.274369235,1,3,low
7.395593894,39.51194402,0.977973633,3,23,high
9.043899603,21.43020951,0.456233626,0,30,high
10.52316655,21.78185396,-0.063997521,2,8,low
11.5721772,15.20941607,0.788865967,0,10,low
8.074254066,27.12081873,-0.289213873,0,12,low
9.800230171,19.90761527,-0.62661009,2,11,low
7.535229217,29.38403932,0.431470344,4,23,high
10.4016964,14.36794312,0.226831318,1,8,low
11.27813386,17.88553686,0.20846832,2,7,low
10.89789756,20.05966857,0.865015542,1,8,low
8.965186205,27.63029834,-0.330285319,0,11,low
7.493648814,26.1014728,-0.421894935,4,12,high
7.385506453,32.00003706,-0.259034832,4,12,high
8.915426044,14.90547624,-0.296762746,0,6,low
8.139532487,16.1584724,0.762061906,1,12,low
10.63612048,17.1071033,-0.827473055,1,12,low
8.075406625,29.84493643,-0.089163401,0,6,low
9.41208338,25.99196227,-0.944548197,2,5,low
8.707534137,22.99740782,0.828968094,0,27,high
6.894416329,22.23179794,-0.602231761,4,24,high
10.5709682,27.79799023,-0.097655203,0,3,low
7.868485229,23.07621171,-0.22856581,3,24,high
6.90089649,31.20707641,-0.293823037,0,37,high
8.50379203,33.54023079,0.361737996,1,18,high
7.530940332,29.83291818,0.897669321,0,9,low
9.303772934,19.10533966,-0.551442501,1,12,low
8.149555016,28.14823259,-0.74870915,2,10,low
9.100235426,27.38179116,0.466183777,1,9,low
9.333439052,23.47091014,-0.244767883,1,5,low
9.081784043,29.36039064,-0.660287326,1,10,low
10.18802733,23.12598838,0.951481279,1,4,low
9.481749999,32.4316943,0.332943402,0,6,low
8.78823893,29.0827888,0.623214319,0,24,high
8.280385316,22.80111154,0.011038478,2,31,high
9.817083675,20.28203289,-0.30579656,3,39,high
7.957848601,21.50498274,-0.054861418,1,42,high
10.8413185,27.61289265,0.376928921,1,4,low
6.447638833,25.76036638,-0.482124548,0,28,high
6.596462652,33.38315066,0.839220446,2,20,high
7.421359904,16.88383321,0.191060058,1,28,high
8.880912891,19.28704654,0.214855283,2,11,low
10.60188506,25.12243249,-0.624573145,2,7,low
9.064031527,21.61156354,-0.825341388,1,12,low
9.185811009,19.75147336,0.783696851,0,10,low
8.188853794,22.68016258,0.970825421,0,9,low
8.76514447,22.36911711,0.361110913,2,9,low
8.504461376,29.85623474,0.833601516,4,18,high
8.547505748,25.27455646,0.027910367,0,12,low
7.081603118,30.73551577,-0.706813928,4,35,high
8.814650429,22.29768208,0.034722904,3,16,high
7.31650078,30.07668368,-0.451522876,1,38,high
7.50264143,21.42408437,0.524500218,4,32,high
10.89698748,21.2063032,0.424420444,2,7,low
11.03468798,22.23644304,0.268595927,0,6,low
9.623296791,24.86656434,0.585141689,2,37,high
7.741787434,19.17050407,0.423248865,1,40,high
11.45798885,17.26987296,0.346820019,2,6,low
10.88278718,22.86149077,-0.030030849,1,11,low
9.242105827,25.64849533,0.152973528,1,3,low
8.692001059,23.56845665,-0.002589513,0,12,low
7.26854551,22.62770982,-0.282719018,1,47,high
8.317726783,17.44677661,0.969456486,2,3,high
8.144365946,15.71248535,0.341337238,4,7,high
7.140236111,17.87071786,0.313574025,0,44,high
10.12077552,16.81808024,0.082585711,0,4,low
8.563738734,18.58635548,-0.083267167,2,7,low
8.136523794,16.86263532,-0.5511492,4,20,high
9.373072219,24.12823576,0.49162034,0,14,high
10.08855915,17.79874014,0.284204564,2,3,low
8.759001364,18.49385453,0.57139324,1,17,high
7.913063447,21.88133974,-0.590459333,4,17,high
13.91543985,18.9284499,0.885844565,1,5,low
8.667156669,26.20687929,0.02771656,2,6,low
6.923032258,23.50558767,0.232511111,2,31,high
7.882040702,18.91842071,-0.355813689,1,12,low
7.733069421,24.73397682,-0.868887321,1,7,low
9.987075774,24.79198641,-0.407615958,1,10,high
10.07124263,18.74002077,-0.081544636,2,12,low
13.56388108,22.71971729,-0.768705969,2,3,low
7.901689854,15.95413427,-0.932948589,1,27,high
8.05810665,17.40626119,-0.498726583,4,10,high
8.895990446,25.45383974,-0.811316609,4,46,high
10.15280178,23.46149813,-0.82093704,2,12,low
7.80995486,23.36162908,0.619792371,0,23,high
7.129043703,30.43014886,-0.326920822,0,31,high
8.271040196,30.49851823,0.641941338,3,11,high
9.166697584,22.8634039,0.261211552,1,45,high
9.772347868,23.50423873,0.916360304,0,4,low
7.065870423,27.43911298,0.073679241,4,39,high
10.69035671,29.51365926,-0.765581276,0,8,low
7.192149285,23.43379557,-0.641732722,1,41,high
12.7551542,13.29094285,0.520324403,0,12,low
9.153981637,20.98741513,-0.378548535,3,31,high
7.964083061,22.74593409,-0.482617386,1,46,high
10.02308673,19.62810062,0.891165331,0,12,low
7.201661082,24.28545332,0.626844651,0,5,low
8.548687808,16.85587335,-0.849300823,1,8,low
7.886710208,18.70787003,0.227083581,3,19,high
8.195375346,31.93746938,-0.903044633,3,27,high
9.24032038,26.15945667,0.48777678,4,14,high
9.574197904,25.08334826,0.848194305,1,4,low
9.093420408,24.85303874,-0.927507948,1,10,low
9.446223322,17.25029865,0.01475219,0,3,low
8.295184722,19.46707534,0.48882696,0,8,low
10.68262,13.85498196,-0.508465148,2,7,low
11.58033604,22.44770579,-0.744757926,2,7,low
10.41198677,20.45824712,0.099264024,2,9,low
10.35995726,23.56610482,0.61847191,2,12,low
7.327699676,25.87771158,-0.677333449,0,32,high
8.8089738,24.26108975,0.725652804,4,3,high
12.33672923,24.33566877,-0.411747254,0,9,low
10.55860408,16.28596401,0.608495396,3,11,high
8.732386731,21.75268411,-0.436480185,3,24,high
7.794234525,35.02201444,-0.707834138,3,10,high
9.974697263,21.69007108,-0.818976827,1,7,low
9.434568889,25.68935073,0.713763779,1,9,low
9.371621471,24.42390515,0.612617961,2,6,low
7.243402236,30.35167924,-0.772018939,4,45,high
7.374856516,27.5480892,0.449918711,1,4,low
10.65881707,27.73717064,-0.854522295,0,6,low
10.39411446,18.99959685,-0.434386887,0,46,high
9.412968901,13.22150093,0.639893745,4,45,high
8.537924542,23.70166519,0.039052653,3,8,high
7.575530754,21.39257218,0.015499613,1,11,low
8.995871375,25.27655121,-0.992288325,2,9,low
10.11965506,14.94376352,-0.560801549,2,12,low
7.451567246,18.79258011,-0.235021853,1,10,high
8.430616812,24.69534828,-0.743100145,1,6,low
8.577875819,27.11297358,0.847584626,2,7,low
8.81108574,25.35475261,0.486239446,1,9,low
9.786611551,25.7009085,-0.333769982,2,9,low
6.816306492,34.9463944,0.422993465,1,27,high
8.614664446,18.96052043,-0.197809914,2,13,high
7.381888534,26.12143578,-0.362388005,0,31,high
8.602718178,33.27228751,-0.46829959,0,43,high
9.854793259,23.51803735,0.627868087,0,8,low
8.620780856,26.81834451,0.61321644,2,10,low
9.064242498,23.29846527,-0.401675467,4,15,high
10.05551932,18.7099031,0.226651219,1,30,high
8.322263158,24.39999991,-0.698781634,2,8,high
10.34199771,17.75069699,-0.330837454,0,3,low
9.099574578,36.53635032,0.15833472,1,7,low
10.06335989,19.66623625,0.012594326,0,23,high
7.814809659,23.89948196,0.251223798,1,6,low
9.353195132,25.68182965,-0.599373751,2,7,low
10.76675036,24.26088191,0.893995756,2,3,low
8.189649481,17.93059898,0.372819765,3,43,high
7.198340558,17.40021323,0.553875952,0,4,low
9.216645622,18.70100721,0.272356052,3,27,high
7.868241982,17.36903459,-0.775083365,2,36,high
10.9530077,26.32968791,-0.811779285,2,8,low
8.764193299,20.15851222,0.600252439,0,46,high
7.34913788,17.87231059,0.023376339,1,44,high
6.134444747,25.84119401,0.451627146,1,8,high
7.956230797,21.57457431,-0.950777437,0,27,high
9.455826125,15.28740276,0.424813617,0,3,low
8.996177437,17.74592795,-0.257116835,1,5,low
9.146816484,20.38841114,0.972579609,2,45,high
9.275095231,21.60280473,-0.133582907,2,9,low
8.07452715,28.41580617,0.500983363,1,8,low
9.208548563,23.93534718,0.989980339,2,11,low
7.346466521,32.72924216,0.169562632,4,10,high
7.670019582,27.33082201,-0.788758179,0,16,high
6.910548183,23.89349282,-0.478886376,0,27,high
12.55800161,20.54412837,0.602651324,2,5,low
8.409622003,27.24874436,-0.548735388,0,43,high
8.723776587,26.68818614,0.053782019,3,32,high
6.932138778,26.65032879,0.914319595,0,17,high
8.870909567,27.13004076,-0.99157034,1,26,high
9.122581944,22.87796832,-0.082739656,1,5,low
10.49113846,25.97858327,0.952020654,1,5,low
7.755425527,26.23539645,-0.91852832,0,11,high
8.699941829,26.21952498,0.114996887,1,21,high
11.31879415,22.25074858,0.882248467,0,5,low
8.965105435,30.11327612,-0.714484997,1,5,high
9.815972742,13.98246804,0.322947699,0,8,low
6.786134121,26.58798325,0.174891847,2,4,high
9.912085593,18.70862219,0.242407451,1,3,low
8.688856374,34.81764586,-0.007350704,2,11,low
10.41465928,14.69672258,-0.260765856,1,9,low
7.731032288,17.51127501,0.591883253,1,35,high
7.554369237,29.92912951,0.760522747,2,13,high
7.824651041,24.20610222,-0.067861916,1,44,high
6.086644521,31.22149281,-0.328405944,4,46,high
7.680669174,24.11701102,0.006114929,0,14,high
7.236216414,33.60354003,0.064382019,0,26,high
7.144550711,20.5532263,0.225803826,4,32,high
8.513004737,26.40992114,-0.093463005,2,10,low
9.057331715,13.24294658,0.61209118,1,4,low
8.668138461,27.9084068,-0.677938903,0,13,high
7.287949811,33.06717646,-0.038172188,1,47,high
6.692866736,27.97348435,0.670854162,2,4,high
9.590880671,20.25972358,-0.571474359,3,28,high
7.218669926,24.99099049,0.974816262,2,26,high
8.491967239,15.85897324,0.531498388,2,3,low
7.134081927,17.78031968,0.285472954,4,13,high
9.972249759,21.93030001,-0.268206009,1,5,low
10.49650128,18.94511132,0.54946569,1,7,low
7.269193534,22.17547178,0.90505424,1,28,high
11.53898811,18.12113436,0.499084214,1,9,low
6.992574501,32.61641578,0.166407627,0,32,high
8.883929234,30.78308987,0.338307213,2,45,high
12.49349632,22.72605204,-0.029766282,2,6,low
11.7750174,12.3283023,-0.154278226,1,5,low
5.734993202,32.70691735,-0.830055338,0,30,high
11.11135099,22.2079926,0.852402841,2,7,low
9.425092929,7.767819873,-0.799448821,0,3,low
7.75112543,19.79209363,-0.359288574,0,33,high
7.375889988,28.90097916,0.784199225,4,22,high
8.994669439,21.56645605,-0.688056723,1,12,low
9.028310947,19.85173721,-0.163977299,0,8,high
8.402311854,22.09366562,-0.224383912,1,24,high
7.387545481,18.6986157,0.234098255,3,47,high
7.358740562,21.50268821,0.248855086,2,12,low
11.64960954,23.1829227,0.275110914,0,3,low
7.629105795,22.04258991,-0.623212851,1,5,high
7.582834617,28.55880129,0.607775298,0,14,high
7.133899664,35.36788763,0.457850842,3,9,high
11.50060104,15.87328579,0.19375943,1,5,low
7.077282905,26.65233816,0.68806971,3,30,high
11.81163515,20.01340205,-0.229291661,1,7,low
10.34989271,14.60637799,-0.45671431,1,12,low
8.593499194,24.256459,0.65816321,4,38,high
7.123532254,29.17788949,-0.945187045,0,44,high
10.03761524,23.31733525,-0.895433594,4,19,high
9.441789467,29.42975444,-0.108723254,1,42,high
8.921328601,19.72688307,0.479478746,0,14,high
9.674677169,21.65895833,0.830096242,2,7,low
11.67467348,16.96762063,0.664877049,1,9,low
9.701091337,24.47280374,-0.113277722,0,8,low
9.342686778,24.20407334,0.480321917,2,27,high
8.413980563,19.23041217,-0.024886631,2,35,high
7.105650259,34.39339174,-0.962293468,4,45,high
8.954364106,17.43906725,-0.530278231,2,7,low
10.9862269,14.46791502,0.907141039,2,6,low
7.765672833,25.70618245,0.316915373,1,4,low
6.885413287,23.00181894,-0.552986821,4,19,high
9.880697315,24.35513359,0.829058362,1,4,low
7.168952668,29.17091315,0.488673811,0,21,high
8.622814619,23.7040107,0.3984895,0,3,high
8.513778444,25.13537481,-0.169092329,1,5,low
6.588005674,25.7334529,0.94289032,1,34,high
8.452485141,16.61507466,-0.781540277,4,16,high
6.166381527,34.57158394,0.325009945,4,46,high
9.284560688,26.96715891,-0.075072053,4,33,high
9.11390499,26.71719894,-0.011407902,0,23,high
11.05809428,14.42959754,0.334918717,2,11,low
9.211348635,29.36704049,0.906126913,1,7,low
7.156261467,23.44248836,-0.754984931,2,3,high
8.813140141,29.96304133,-0.654521375,3,33,high
8.374453399,38.8177604,0.52427015,0,4,low
10.38513812,23.08045128,-0.71664372,2,8,low
7.714278378,33.59480502,-0.500270532,1,44,high
7.870468407,20.5630631,0.04150152,2,8,low
8.610666129,26.4398847,-0.89045105,2,12,low
9.35308544,30.78156007,0.013088537,1,18,high
6.14993359,23.96068241,0.587304996,1,11,high
9.199066728,21.08420192,-0.565488209,1,7,low
7.996384542,26.35338429,-0.14880708,4,26,high
11.21086193,16.99787095,0.782014783,1,7,low
9.573430261,19.13709379,-0.480924144,0,12,low
7.172795331,24.58647079,-0.032725624,2,45,high
11.49789765,17.5708017,-0.135673998,2,8,low
8.215976557,20.3747636,-0.016137457,0,8,high
7.782219676,25.2171852,-0.19872461,2,10,low
7.488981002,29.20983065,-0.703118705,3,18,high
8.544508931,24.18486626,0.16784108,0,18,high
10.86995727,20.99854304,0.817643927,3,29,high
9.315193169,22.81466542,-0.777885094,2,5,high
8.111449674,16.40512709,-0.74166995,4,47,high
6.660680113,26.78003531,-0.594557151,2,36,high
7.407773752,22.87128491,-0.38303538,4,43,high
8.289728881,28.72140664,-0.218482115,2,32,high
9.316125319,16.91027919,-0.964056736,1,7,low
8.126069321,21.26464325,0.025619457,0,7,low
8.044240059,24.19246545,0.071474751,2,8,high
8.640941238,22.93300101,0.632209758,0,11,low
12.00324547,22.19175944,-0.447108459,2,3,low
9.089969563,24.47844998,0.964748035,0,8,low
7.084047325,34.5357568,-0.080905714,2,21,high
9.966631657,20.8495907,0.071830221,0,4,low
6.816365432,17.94823522,0.945252881,1,21,high
9.477526965,23.26660829,0.602694954,0,5,low
10.19230314,18.00990281,-0.906620667,2,7,low
9.193423817,22.42564791,0.999136194,4,10,high
8.270817738,27.88550055,-0.330798307,0,40,high
9.446657883,16.70744972,0.56856393,1,6,low
8.482671947,17.66023906,-0.653095877,1,17,high
9.437030579,24.63712642,0.071097907,1,5,low
9.274395601,21.1177629,0.818880909,0,11,low
8.66400175,23.7935287,0.80483487,0,5,low
7.010745523,24.37149595,-0.341673621,2,28,high
11.52163116,18.19864272,0.09709253,0,12,low
7.709089535,22.10291739,-0.501465102,1,35,high
7.007534768,27.30099718,-0.892421692,1,44,high
9.904455734,23.71797887,-0.114288196,1,3,low
9.71261139,22.71352758,0.099490492,2,9,low
9.106720947,23.13644108,0.955457074,1,3,high
7.877137186,25.56504026,0.811775425,2,37,high
10.45646377,25.62747918,-0.884751683,1,8,low
9.52660706,28.32372557,-0.138319528,0,10,low
7.148852532,28.89765395,0.186363592,0,7,high
7.085872375,31.59472014,0.175527587,1,12,high
9.694087652,19.9803331,-0.865594455,3,33,high
9.746549628,17.75236742,-0.580495425,3,26,high
8.751542857,23.75977192,-0.021112539,2,5,high
7.035864956,22.80939335,-0.813887017,3,48,high
7.462491378,26.44327481,-0.581646112,1,30,high
11.27810557,18.52618855,-0.147440777,1,9,low
12.76092731,21.32248382,0.714413001,0,8,low
10.70771711,25.13872754,-0.598608042,1,9,low
5.770425293,29.74930477,0.403977429,1,44,high
9.81914267,26.97395844,-0.302090683,2,19,high
8.326470911,34.11082413,-0.100947065,2,11,high
7.898968988,26.35784612,0.479775427,3,10,high
10.88411542,17.62042027,0.430082033,0,12,low
7.034078182,25.19736654,-0.45985536,3,40,high
7.417488488,31.08336649,-0.13735641,1,10,low
9.287926308,27.25979108,-0.944556546,2,8,low
8.462390275,22.23413952,-0.792752753,4,9,high
7.066096715,28.00812612,0.982714051,3,7,high
8.714275057,22.61868108,0.979756824,4,6,high
6.660869095,34.2570057,0.966145049,0,9,high
8.422434291,17.95918655,0.483156745,2,9,low
9.089564173,13.49318101,0.357750817,0,6,high
6.805984069,28.33858304,0.576934536,4,12,high
9.157820886,20.92388275,0.495031648,1,4,low
6.469010747,34.5337216,-0.500644414,1,9,high
7.605825114,26.40938939,0.991632498,2,14,high
6.608007439,23.00647227,-0.794115663,3,46,high
12.76054539,19.54046041,0.708607921,2,3,low
8.044706345,27.24691081,0.268385376,2,28,high
9.676858811,24.76618884,-0.944022006,4,28,high
9.680826726,15.77293842,-0.784439334,1,10,low
6.459000122,23.53902719,-0.679190735,3,10,high
7.247609153,26.33848825,0.633914708,1,47,high
11.92396593,21.65688112,0.547889117,2,11,low
8.296225894,13.62818964,0.62049048,1,12,low
11.67554251,23.91847301,-0.389827053,0,8,low
8.44724213,19.94513638,0.30474385,1,6,low
8.43711336,18.52529207,-0.630620455,1,10,low
8.176548894,29.11789418,0.391543859,4,41,high
10.60273132,17.7122367,-0.731424739,3,32,high
9.191517713,26.36052531,-0.099790718,0,10,low
9.163619166,17.66310237,-0.925480988,2,11,low
6.982124953,25.97590724,-0.219732647,1,5,high
7.715260512,23.46972393,0.703306207,0,11,high
11.88088708,21.27968893,0.587277333,1,7,low
8.816518318,29.13504782,0.474772864,0,8,low
11.18526552,10.82028226,-0.392170492,0,12,low
9.535801424,25.9015492,-0.061697557,1,7,low
9.137637777,20.72091303,-0.967150416,1,19,high
10.15953983,21.28304293,-0.949175044,2,11,low
7.77106988,26.59291914,-0.234188889,1,3,low
9.840358541,23.35419014,0.251611989,4,11,high
6.896410316,24.77265216,0.339158721,1,38,high
9.161920775,29.83284988,-0.118954808,0,3,low
6.829933636,33.23877711,-0.374681391,3,48,high
8.8380005,25.02099069,0.981313299,4,28,high
9.802274,25.57661057,0.906940982,0,5,low
10.33499578,20.12746012,-0.497425858,1,6,low
9.589927193,27.84342317,0.487079696,1,5,high
7.953216925,17.94894822,0.174610449,2,12,low
11.05493659,26.26617128,-0.062593341,2,6,low
9.845107038,16.19854666,-0.598685429,1,12,low
7.21524987,26.46893996,-0.841278703,1,6,low
7.237219897,32.68442598,0.812729749,1,15,high
9.598587942,15.7407114,0.367421015,1,6,low
9.237668915,20.53110425,0.654321107,2,9,low
6.202658172,27.84485735,0.21127711,4,21,high
6.822164415,34.25428453,-0.831638794,4,12,high
8.046901208,24.74811124,0.946806003,3,39,high
8.750305966,25.76962694,0.840258947,4,35,high
11.33982175,17.46253516,-0.585938601,0,10,low
8.277344027,20.88121814,-0.005676547,3,33,high
9.417730246,23.4093073,0.640976198,1,9,low
8.515390529,21.76105356,-0.142329271,2,4,high
9.379471957,23.70638015,-0.869417759,0,10,high
6.215781233,23.67907418,-0.037059557,2,17,high
9.739609077,18.23978174,0.26322765,1,12,low
12.83212808,14.20531201,0.981559785,2,8,low
9.661196291,17.65248283,0.569551074,1,4,low
10.2922341,15.75208781,-0.082627027,2,22,high
7.241748876,20.93933753,0.391205713,2,20,high
9.908267245,29.24765507,0.543858107,2,8,low
7.314672848,31.70971022,-0.489686545,2,42,high
7.250215773,21.4298715,0.550922444,4,3,high
8.442849968,16.3152877,-0.226125761,4,20,high
9.212227969,24.68438309,-0.307384317,0,6,low
7.750654868,31.5881571,0.668692808,3,8,high
8.370700447,30.49530958,-0.92978367,0,6,low
8.784756172,19.09383819,0.282663137,1,6,low
9.804539493,19.5114667,-0.333505403,2,10,low
7.590978229,15.51681052,0.77037252,3,10,high
